t,ax,ay,az,magnitud,etiqueta,registro
4.958295083,1.115273515849043,-1.927554146125051,0.7052026226965695,2.335938941936685,caminata,caminata/caminata_002
4.968254083,1.232286369452214,-1.6701937436570211,0.6982248112070293,2.1898846372980163,caminata,caminata/caminata_002
4.978213167,1.3146136094964183,-1.4392748845186094,0.6900690337067656,2.0678289113851385,caminata,caminata/caminata_002
4.988172167,1.3603134920429425,-1.2464378665552047,0.6849819103045773,1.9680600522497436,caminata,caminata/caminata_002
4.998131167,1.3691972458239106,-1.0963193832677431,0.6855818036914284,1.8832524253676508,caminata,caminata/caminata_002
5.008091167,1.3425447905131194,-0.9868458539688728,0.6928034790423713,1.8045132071012067,caminata,caminata/caminata_002
5.018050167,1.282800909095617,-0.9102467621461189,0.7061185939165993,1.7241608999883942,caminata,caminata/caminata_002
5.028009167,1.1932838841111664,-0.854617887833667,0.7239869914523851,1.6365987064876306,caminata,caminata/caminata_002
5.037968167,1.0779324545758544,-0.8058166702494065,0.7444589371566412,1.538017552498073,caminata,caminata/caminata_002
5.047928167,0.9411085493589088,-0.7494510195505009,0.7658265540686477,1.4261319866332058,caminata,caminata/caminata_002
5.057887167,0.7874632429876938,-0.6727292143774954,0.7872167745787386,1.3009124509788546,caminata,caminata/caminata_002
5.067846167,0.621862930256842,-0.5659701584768568,0.8090281203941366,1.1668599847035694,caminata,caminata/caminata_002
5.077805167,0.4493631511386359,-0.4236259696703967,0.8331368814784572,1.0370647361954206,caminata,caminata/caminata_002
5.087764167,0.2752099972995907,-0.24473603485133336,0.8628303551500552,0.9381431080260433,caminata,caminata/caminata_002
5.097724167,0.10484470315500287,-0.032804544305597615,0.9024606245088951,0.9091225047790553,caminata,caminata/caminata_002
5.107683167,-0.05611325516238759,0.20483752688605633,0.9568474727562055,0.9801347845810048,caminata,caminata/caminata_002
5.117642167,-0.20192533027146972,0.4580685385679196,1.0304906940746277,1.1456490281082596,caminata,caminata/caminata_002
5.127601167,-0.32684872985524427,0.7152548940351025,1.1266790160474784,1.373981535847868,caminata,caminata/caminata_002
5.137560167,-0.42531058842138075,0.9646000860931698,1.246603980567943,1.6325942260960413,caminata,caminata/caminata_002
5.147520167,-0.4921349522978938,1.1953964002799182,1.3886000150207476,1.8972030378404565,caminata,caminata/caminata_002
5.157479167,-0.5228077655952916,1.3990350603361486,1.5476325349196358,2.1507657991883473,caminata,caminata/caminata_002
5.167438167,-0.5137610858770343,1.569668882428513,1.7151398994439795,2.381074490327976,caminata,caminata/caminata_002
5.177397167,-0.46265922914416835,1.70446945009057,1.879299960716639,2.5789606454837357,caminata,caminata/caminata_002
5.187357167,-0.36867539110771474,1.8034726477453802,2.0257395325211323,2.7371619953508586,caminata,caminata/caminata_002
5.197316167,-0.2327537626345988,1.8690565018603755,2.138642381805682,2.849796090674311,caminata,caminata/caminata_002
5.207275167,-0.05785337321237769,1.905139340884872,2.20214968741901,2.9124501998796375,caminata,caminata/caminata_002
5.217234167,0.15083929073995075,1.916221377013617,2.201898859804238,2.922843725922085,caminata,caminata/caminata_002
5.227193167,0.38576177904329073,1.9064162469827568,2.126521895048621,2.881897018814455,caminata,caminata/caminata_002
5.237153167,0.6369484135938757,1.8786272966404176,1.968927110895325,2.79492714919027,caminata,caminata/caminata_002
5.247112167,0.8921986711012162,1.8340122178413065,1.727215985692752,2.672619379024733,caminata,caminata/caminata_002
5.257071167,1.137514268507136,1.7718451077213355,1.4051329785354383,2.5313578340845506,caminata,caminata/caminata_002
5.267030167,1.3578510484744175,1.6898257495321403,1.0120018617981326,2.3923666737997795,caminata,caminata/caminata_002
5.276990167,1.5381807357083728,1.5848068030982163,0.5621591178777435,2.278954903604681,caminata,caminata/caminata_002
5.286949167,1.6647930009217249,1.4538238009169817,0.07394686236840045,2.211471799161091,caminata,caminata/caminata_002
5.296908167,1.7267054809685551,1.295239172033106,-0.4316301981801399,2.2012407770975173,caminata,caminata/caminata_002
5.306867167,1.7170034160383192,1.1097689877759505,-0.9324501570178352,2.2470316491405056,caminata,caminata/caminata_002
5.316826167,1.6339121273187167,0.9011638154237346,-1.4068737320467481,2.336890831842896,caminata,caminata/caminata_002
5.326786167,1.4814198578881201,0.6763675082124678,-1.8352521145386889,2.4536153173286004,caminata,caminata/caminata_002
5.336745167,1.2693150605692147,0.4450719406426521,-2.2012130192645576,2.5796489124520483,caminata,caminata/caminata_002
5.346704167,1.0125753118012928,0.21870237827936947,-2.4926237738571286,2.6993170933279202,caminata,caminata/caminata_002
5.356663167,0.7301343359133603,0.00898247980233916,-2.7021667515797367,2.7990859198613447,caminata,caminata/caminata_002
5.366623167,0.44314524869250543,-0.1736840958717904,-2.827502458301902,2.8672833882092723,caminata,caminata/caminata_002
5.376582167,0.17293640237054694,-0.32173489286619555,-2.8710351158786005,2.8941774266897564,caminata,caminata/caminata_002
5.386541167,-0.06109353425213186,-0.4316017963907437,-2.839331003714633,2.872596922512847,caminata,caminata/caminata_002
5.396500167,-0.2433824152552277,-0.5042867040640943,-2.74226827164759,2.798852506588433,caminata,caminata/caminata_002
5.406459167,-0.36368246586896197,-0.5452517538924313,-2.5920162658735175,2.673595469336413,caminata,caminata/caminata_002
5.416419167,-0.4179398945590478,-0.5636375442258652,-2.4019508411166846,2.502344676471677,caminata,caminata/caminata_002
5.426378167,-0.408490148749849,-0.5709399980127401,-2.1856086673834114,2.295587491231374,caminata,caminata/caminata_002
5.436337167,-0.3435729875970079,-0.5793662310559698,-1.9557687827488295,2.0685113388785594,caminata,caminata/caminata_002
5.446296167,-0.23625559152816228,-0.6001348103578088,-1.7237260381346537,1.840437434327751,caminata,caminata/caminata_002
5.456256167,-0.10291885049182226,-0.6419794495931601,-1.49879247081152,1.6337407303632347,caminata,caminata/caminata_002
5.466215167,0.0384956892361634,-0.7100630300726402,-1.288033592887971,1.4712926157544601,caminata,caminata/caminata_002
5.476174167,0.17026675170578218,-0.805426420692033,-1.0962214096590537,1.3709135147339166,caminata,caminata/caminata_002
5.486133167,0.2765050837353796,-0.9250040186661626,-0.9259676895017321,1.337723311406823,caminata,caminata/caminata_002
5.496092167,0.3444380262405521,-1.062153857818625,-0.7779907315105448,1.3609107060772898,caminata,caminata/caminata_002
5.506052167,0.3652650496507399,-1.2075874390942112,-0.6514661343969933,1.4198922859923686,caminata,caminata/caminata_002
5.516011167,0.3345457332241823,-1.350548823115986,-0.5444153550054486,1.494085355662182,caminata,caminata/caminata_002
5.525970167,0.25214217652991455,-1.4800832129428303,-0.4540932425453545,1.5685734497771433,caminata,caminata/caminata_002
5.535929167,0.12178735347294471,-1.5862470951665446,-0.37734537764016973,1.635053987003685,caminata,caminata/caminata_002
5.545889167,-0.049616143894834465,-1.6611379410644727,-0.3109162927741153,1.6907128561915261,caminata,caminata/caminata_002
5.555848167,-0.25284891070495547,-1.6996545582776477,-0.2516990787779067,1.7366953144913806,caminata,caminata/caminata_002
5.565807167,-0.4772661733353753,-1.6999338667166644,-0.196924347663888,1.7766083840068159,caminata,caminata/caminata_002
5.575766167,-0.7116351561876773,-1.6634426308513082,-0.1442913821868276,1.815016800095571,caminata,caminata/caminata_002
5.585726167,-0.9448549783553238,-1.594732162064392,-0.09204662982954315,1.8559079128309104,caminata,caminata/caminata_002
5.595685167,-1.1665272657592836,-1.5008903867471015,-0.039015311852913404,1.9013100771175315,caminata,caminata/caminata_002
5.605644167,-1.367373174952828,-1.3907494087534054,0.015407918156430066,1.950418088890287,caminata,caminata/caminata_002
5.615603167,-1.5395119747195523,-1.2739273455551874,0.07130253346820885,1.9995179552425044,caminata,caminata/caminata_002
5.625562167,-1.6766269968956695,-1.1597990734577144,0.1282915181781443,2.0427116025394327,caminata,caminata/caminata_002
5.635522167,-1.7740484177175673,-1.0564990396817833,0.18562656228649638,2.073136568072889,caminata,caminata/caminata_002
5.645481167,-1.8287814166162744,-0.9700580582768767,0.24227907009330255,2.084263240090898,caminata,caminata/caminata_002
5.655440167,-1.8395044904038076,-0.9037637314139253,0.2970299162029909,2.070939985502851,caminata,caminata/caminata_002
5.665399167,-1.8065567413840846,-0.8578115634365201,0.34855667928805595,2.0300196296789856,caminata,caminata/caminata_002
5.675359167,-1.7319248897406179,-0.8292838173563821,0.3955239530104076,1.9605393826284654,caminata,caminata/caminata_002
5.685318167,-1.6192307740715477,-0.8124597530555475,0.43668717131658247,1.8635167924190819,caminata,caminata/caminata_002
5.695277167,-1.473709238099752,-0.7994280081197671,0.47101995821485215,1.7414832355390653,caminata,caminata/caminata_002
5.705236167,-1.3021567471873896,-0.780942552203748,0.49786758237522966,1.5979222739758974,caminata,caminata/caminata_002
5.715196167,-1.112825459523718,-0.7474398704424902,0.5171156408715849,1.4368213004146655,caminata,caminata/caminata_002
5.725155167,-0.9152375659147246,-0.6901180505764958,0.529347238790216,1.2625890958692136,caminata,caminata/caminata_002
5.735114167,-0.7199005908428199,-0.6019692761891496,0.535948719270334,1.0806779815740863,caminata,caminata/caminata_002
5.745073167,-0.537914399459759,-0.4786572924327929,0.5391184034575278,0.8995072860693454,caminata,caminata/caminata_002
5.755032167,-0.38047236343958774,-0.31914251330410165,0.5417384170962256,0.7349092975988863,caminata,caminata/caminata_002
5.764992167,-0.2582703876003266,-0.12598068916877309,0.5470876638587997,0.6179641082628836,caminata,caminata/caminata_002
5.774951167,-0.18084745018809073,0.09474450032711186,0.5584024788635789,0.5945550008054408,caminata,caminata/caminata_002
5.784910167,-0.15589025080302293,0.3338526698992871,0.5783255870574504,0.6857257907791251,caminata,caminata/caminata_002
5.794869167,-0.1885432010900872,0.5798163304127414,0.6083164437171862,0.861269070260461,caminata,caminata/caminata_002
5.804829167,-0.28077370173389105,0.8197459565827151,0.6481186564694775,1.0820698211219382,caminata,caminata/caminata_002
5.814788167,-0.4308507096220063,1.040501833580907,0.6953861079402104,1.3235702621256078,caminata,caminata/caminata_002
5.824747167,-0.6329999132698545,1.2298138441960067,0.7455551918319727,1.5712999477004423,caminata,caminata/caminata_002
5.834706167,-0.8772985451731383,1.3772970835575264,0.7920175128077975,1.8149081889542575,caminata,caminata/caminata_002
5.844666167,-1.149864555101497,1.4752729144598777,0.826601622715834,2.0449667258647892,caminata,caminata/caminata_002
5.854625167,-1.4333774556196393,1.519337209379064,0.8403234175843715,2.2514661739015915,caminata,caminata/caminata_002
5.864584167,-1.7079420298375845,1.5086538799988713,0.8243225016386655,2.4233468785192938,caminata,caminata/caminata_002
5.874543167,-1.952273092717305,1.4459854958571514,0.77087321270615,2.5488212555699437,caminata,caminata/caminata_002
5.884503167,-2.1451428382561866,1.337497363185196,0.6743472794751996,2.616348838818089,caminata,caminata/caminata_002
5.894462167,-2.2669962100050043,1.192382573513262,0.5320097160535491,2.616119713577829,caminata,caminata/caminata_002
5.904421167,-2.301608709259763,1.022352522949832,0.34454733226504614,2.541912704223581,caminata,caminata/caminata_002
5.914380167,-2.237639239195829,0.841023359717283,0.11625637026469134,2.3932958864307095,caminata,caminata/caminata_002
5.924339167,-2.069921321323322,0.6632100788629024,-0.14514995619351834,2.1784146517495713,caminata,caminata/caminata_002
5.934299167,-1.8003417628627587,0.5041245456651967,-0.42911249801480056,1.9182047744186304,caminata,caminata/caminata_002
5.944258167,-1.4381783390447533,0.3784686136718193,-0.7231281283920381,1.6536353033555997,caminata,caminata/caminata_002
5.954217167,-0.9998082820970329,0.2994223755995903,-1.013887077365353,1.4550729760420884,caminata,caminata/caminata_002
5.964176167,-0.5077567932065253,0.2775500741924624,-1.2885075538483357,1.4124810515740864,caminata,caminata/caminata_002
5.974136292,0.010874067701782586,0.3196786791703491,-1.5357023080080026,1.5686600275667089,caminata,caminata/caminata_002
5.984095292,0.5264784382914254,0.4278409070383041,-1.7467099433424333,1.8738257693532938,caminata,caminata/caminata_002
5.994054292,1.009332017427764,0.5984088286477232,-1.915853565590338,2.246628392145339,caminata,caminata/caminata_002
6.004013292,1.432047370084676,0.8215690232525963,-2.040649555324236,2.6248782710403287,caminata,caminata/caminata_002
6.013973292,1.771836074479891,1.081297365599731,-2.1214701143628263,2.9680368113983784,caminata,caminata/caminata_002
6.023932292,2.01233294103462,1.355971334683789,-2.1608479241892695,3.2492161943352205,caminata,caminata/caminata_002
6.033891292,2.1447927902486486,1.6197012066311942,-2.162579687839367,3.449683901188708,caminata,caminata/caminata_002
6.043850292,2.168551426153369,1.8443661367764317,-2.1308197031937013,3.5559378990468775,caminata,caminata/caminata_002
6.053810292,2.0907340328328976,2.0022173550652935,-2.0693449765287015,3.55840297954784,caminata,caminata/caminata_002
6.063769292,1.925281596457199,2.068783237919363,-1.981121388466465,3.4512918258229335,caminata,caminata/caminata_002
6.073728292,1.6914375970504412,2.0257127372531762,-1.868219997128638,3.2333758204478573,caminata,caminata/caminata_002
6.083687292,1.4118850825961056,1.8631545908479148,-1.7320463095060934,2.909424158511225,caminata,caminata/caminata_002
6.093647292,1.1107444213873867,1.5813065392905767,-1.5737769610420127,2.492199322677256,caminata,caminata/caminata_002
6.103606292,0.8116348860932561,1.1908779465534802,-1.394864203608921,2.005638955151349,caminata,caminata/caminata_002
6.113565292,0.5359722774805633,0.7123674151519419,-1.1974733966925857,1.4928751294681144,caminata,caminata/caminata_002
6.123524292,0.3016263175238779,0.1742294456161379,-0.9847548945937229,1.0445460916441247,caminata,caminata/caminata_002
6.133484292,0.12200479641971271,-0.38984297654067107,-0.7609040107785117,0.8636189149887414,caminata,caminata/caminata_002
6.143443292,0.0055769332805429865,-0.9441837589599823,-0.5310142971567348,1.0832775529168315,caminata,caminata/caminata_002
6.153402292,-0.04419569448140644,-1.4545764662976117,-0.30076791188164187,1.4860037996368596,caminata,caminata/caminata_002
6.163361292,-0.028582064019629417,-1.8914439366031517,-0.07602739738988597,1.8931870654666774,caminata,caminata/caminata_002
6.173321292,0.04696486475306529,-2.232460772296837,0.1376028827513271,2.2371905041160303,caminata,caminata/caminata_002
6.183280292,0.17354450942189487,-2.464326159952434,0.3351852366431321,2.4930644320273614,caminata,caminata/caminata_002
6.193239292,0.3396606612740742,-2.5835386466879053,0.5127806264945974,2.6557457097123036,caminata,caminata/caminata_002
6.203198292,0.5321249308976148,-2.596129876244381,0.6676732144358855,2.732916902814025,caminata,caminata/caminata_002
6.213158292,0.7369582251469537,-2.5164294910413463,0.7984709169706783,2.7409999296319496,caminata,caminata/caminata_002
6.223117292,0.9402461461321184,-2.3650367883493404,0.9050779132556512,2.7012271016383034,caminata,caminata/caminata_002
6.233076292,1.1289115056341328,-2.166255059072869,0.9885462687634868,2.635208890011973,caminata,caminata/caminata_002
6.243036292,1.2913732429299487,-1.9452928301653891,1.050824692431997,2.5604768270525478,caminata,caminata/caminata_002
6.252995292,1.418067153159443,-1.7255475997407121,1.0944333466422256,2.4872099469251006,caminata,caminata/caminata_002
6.262954292,1.5018108902492933,-1.5262624347841833,1.1221040033007035,2.4174429391669587,caminata,caminata/caminata_002
6.272913292,1.5380041051801228,-1.3607893136057028,1.136433058458314,2.347058644331519,caminata,caminata/caminata_002
6.282873292,1.5246643251474277,-1.2356141958973337,1.139598549759979,2.2693674449271812,caminata,caminata/caminata_002
6.292832292,1.4623099373143724,-1.150207903714063,1.1331887892769126,2.1784043258030725,caminata,caminata/caminata_002
6.302791292,1.3537126738256606,-1.0976742813878442,1.1181778405046683,2.070687932618583,caminata,caminata/caminata_002
6.312750292,1.2035521104377853,-1.0660819946361295,1.0950620233014572,1.9453095734879005,caminata,caminata/caminata_002
6.322710292,1.0180122805162564,-1.0402966140629093,1.0641444325999483,1.803044486957027,caminata,caminata/caminata_002
6.332669292,0.8043637602726855,-1.0040818634453959,1.025925614752974,1.6455105026544985,caminata,caminata/caminata_002
6.342628292,0.5705720174057544,-0.9422181178697638,0.9815336127628008,1.475376440665808,caminata,caminata/caminata_002
6.352587292,0.32496398396878545,-0.8423950530291041,0.9331108330338329,1.2984324560676483,caminata,caminata/caminata_002
6.362547292,0.07597074948843936,-0.6966727808703883,0.8840722540604196,1.128143727005999,caminata,caminata/caminata_002
6.372506292,-0.16805256461057108,-0.5023664518182575,0.839160599498108,0.9923730287219014,caminata,caminata/caminata_002
6.382465292,-0.39894488193995004,-0.2622839560369935,0.8042479914943405,0.9352885780566215,caminata,caminata/caminata_002
6.392424292,-0.6088224009188975,0.01567583949889704,0.7858673067713319,0.9942323026620452,caminata,caminata/caminata_002
6.402384292,-0.7901596719519326,0.31948564902787985,0.7904961608778389,1.1624575551290264,caminata,caminata/caminata_002
6.412343292,-0.9358993922934941,0.634376481848556,0.8236579430825595,1.3988400910829213,caminata,caminata/caminata_002
6.422302292,-1.0396134641652381,0.9444708340432466,0.8889427975722903,1.6622396363303464,caminata,caminata/caminata_002
6.432261292,-1.0957249520020367,1.2344627116140912,0.9870810137366781,1.9232369288480575,caminata,caminata/caminata_002
6.442221292,-1.0997858422433444,1.4911439072852066,1.1152152522987586,2.1625781165064257,caminata,caminata/caminata_002
6.452180292,-1.0487922304615678,1.7045977599500315,1.2665103463318796,2.368473585089965,caminata,caminata/caminata_002
6.462139292,-0.9415097143739249,1.8689260505225433,1.4302069660336902,2.5347222905623323,caminata,caminata/caminata_002
6.472098292,-0.7787789090334345,1.9824378656107542,1.5921701485614297,2.659240918407498,caminata,caminata/caminata_002
6.482058292,-0.5637732834890185,2.047302752004075,1.7359132992644475,2.7427511473158894,caminata,caminata/caminata_002
6.492017292,-0.30218549468792083,2.068742771145783,1.844005080042411,2.787717249218424,caminata,caminata/caminata_002
6.501976292,-0.002319209245575582,2.0538982084884374,1.8997046009488439,2.797745663999811,caminata,caminata/caminata_002
6.511936292,0.32494216945497134,2.0105426043882595,1.8886316275857389,2.777552592169514,caminata,caminata/caminata_002
6.521895292,0.6663284349462618,1.9458412245552346,1.8002702923181393,2.7333614433147675,caminata,caminata/caminata_002
6.531854292,1.0065821867219886,1.8653414502824883,1.6291277703953597,2.673343172329612,caminata,caminata/caminata_002
6.541813292,1.3291030703096223,1.7723525675208023,1.3754180936463984,2.607589601036547,caminata,caminata/caminata_002
6.551773292,1.6168480245356966,1.6678158976383373,1.0452056936532876,2.5472067730958567,caminata,caminata/caminata_002
6.561732292,1.853454847854119,1.550687135234347,0.6500111783880979,2.502486762491407,caminata,caminata/caminata_002
6.571691292,2.02450532400792,1.4187602746941983,0.2059418388247835,2.4807084804477335,caminata,caminata/caminata_002
6.581651292,2.118800980268065,1.2697733048028197,-0.267546312526229,2.484597124066832,caminata,caminata/caminata_002
6.591610292,2.129501744753582,1.1025709109296002,-0.749122381220519,2.512294695409394,caminata,caminata/caminata_002
6.601569292,2.05498038086358,0.9180771680515558,-1.2171491332040862,2.5587618225796724,caminata,caminata/caminata_002
6.611528292,1.899271249335839,0.7198607638693272,-1.651210106858057,2.617618309628515,caminata,caminata/caminata_002
6.621488292,1.6720340352132745,0.5141526057287925,-2.0334738160974117,2.682362107852529,caminata,caminata/caminata_002
6.631447292,1.3880042449554544,0.3092842643566108,-2.3497947096277887,2.7465883778949687,caminata,caminata/caminata_002
6.641406292,1.0659568995329012,0.11463200787255916,-2.5904764886349794,2.8035643468736904,caminata,caminata/caminata_002
6.651365292,0.7272638468769409,-0.06074877235407918,-2.7506532846333793,2.845820902407805,caminata,caminata/caminata_002
6.661325292,0.3941739006263385,-0.2095494445923604,-2.8302770063754945,2.865266473904614,caminata,caminata/caminata_002
6.671284292,0.08798218035218351,-0.3274280562056297,-2.8337329876269663,2.8539433493353323,caminata,caminata/caminata_002
6.681243292,-0.17272645970578324,-0.4137910189316675,-2.7691382389573294,2.80520659197976,caminata,caminata/caminata_002
6.691203292,-0.3735800764225825,-0.4719835714314298,-2.647403967390196,2.7149729891390115,caminata,caminata/caminata_002
6.701162292,-0.5055176434387441,-0.5088458001767897,-2.481163266472398,2.5827588526762226,caminata,caminata/caminata_002
6.711121292,-0.5653806282920647,-0.5337091556891956,-2.2836731165834223,2.412397898589751,caminata,caminata/caminata_002
6.721080292,-0.5559572110870569,-0.557009860198985,-2.0677954528723097,2.212493263229968,caminata,caminata/caminata_002
6.731040292,-0.48550131385569745,-0.5887585684375949,-1.8451454178821856,1.9967247659093927,caminata,caminata/caminata_002
6.740999292,-0.3668044663524683,-0.6371179505474915,-1.6254685383796197,1.7839878835653376,caminata,caminata/caminata_002
6.750958292,-0.2159398256054955,-0.7073027402711884,-1.4162766226313461,1.5977317191849565,caminata,caminata/caminata_002
6.760918292,-0.050820329042454815,-0.8009438605999595,-1.2227395316885015,1.462595547658534,caminata,caminata/caminata_002
6.770877292,0.11028379496360936,-0.915970049358279,-1.047801195786763,1.3960841638830925,caminata,caminata/caminata_002
6.780836292,0.2501370150982584,-1.0469772607754222,-0.8924668418950367,1.3982943090727264,caminata,caminata/caminata_002
6.790795292,0.35373571544316745,-1.1859924926300038,-0.7561965102046375,1.4503586835677897,caminata,caminata/caminata_002
6.800755292,0.4092400050919299,-1.3235009301329763,-0.6373383119966675,1.5249040028045233,caminata,caminata/caminata_002
6.810714292,0.408603791395557,-1.4495924453685909,-0.5335429295749622,1.5977932825343673,caminata,caminata/caminata_002
6.820673292,0.34789707874377457,-1.5550900081514003,-0.44211664422933145,1.6537244141498848,caminata,caminata/caminata_002
6.830633292,0.22733803781045991,-1.6325415687518976,-0.3602904822939926,1.6872118387357453,caminata,caminata/caminata_002
6.840592292,0.05106849803584046,-1.676982769906866,-0.2854037961939512,1.7018620769433874,caminata,caminata/caminata_002
6.850551292,-0.1732841305996925,-1.686406981628481,-0.2150175725802793,1.7088675940871754,caminata,caminata/caminata_002
6.860510292,-0.4352112195356862,-1.661909936452922,-0.14698270903963997,1.7242265974190647,caminata,caminata/caminata_002
6.870470292,-0.7220451794723246,-1.6075075617918,-0.07948988669946115,1.764014865159739,caminata,caminata/caminata_002
6.880429292,-1.0197519793848544,-1.5296560258180503,-0.01112110844661492,1.8384410068952122,caminata,caminata/caminata_002
6.890388292,-1.3137484057260693,-1.436530431055666,0.059088912988987774,1.9475744023104704,caminata,caminata/caminata_002
6.900348292,-1.5897020921766178,-1.337140321188145,0.13158667693564835,2.0814446987524837,caminata,caminata/caminata_002
6.910307292,-1.8342775992526128,-1.2403735642023874,0.2062450639999452,2.2238790246585816,caminata,caminata/caminata_002
6.920266292,-2.035798789428906,-1.154063617183083,0.28234081962159385,2.357128736825907,caminata,caminata/caminata_002
6.930225292,-2.1848057872457227,-1.0841687560738407,0.35858356357452104,2.4652343482303873,caminata,caminata/caminata_002
6.940185292,-2.2744926097254416,-1.0341373723717127,0.4332074307945028,2.5358283488294497,caminata,caminata/caminata_002
6.950144292,-2.301017677557616,-1.004513868940244,0.5041246271269071,2.560834259572803,caminata,caminata/caminata_002
6.960103292,-2.2636831942447313,-0.9928181754969276,0.5691280763828198,2.536504740943783,caminata,caminata/caminata_002
6.970063292,-2.1649813481834626,-0.9937106093699631,0.626121042343956,2.4630535058789502,caminata,caminata/caminata_002
6.980021958,-2.0105068692278616,-0.9994333494062964,0.6733469433876855,2.3440138645680926,caminata,caminata/caminata_002
6.989980958,-1.808737923158209,-1.00049978201287,0.7095927013873229,2.1854186075762763,caminata,caminata/caminata_002
6.999940958,-1.5706908366725212,-0.9865830844083143,0.7343425976936668,1.994912263142199,caminata,caminata/caminata_002
7.009899958,-1.3094577811254264,-0.947536161441407,0.7478647532506166,1.7809565258432467,caminata,caminata/caminata_002
7.019858958,-1.039639137608186,-0.8744581454645314,0.7512173910700104,1.5523704948439316,caminata,caminata/caminata_002
7.029817958,-0.7766834798822211,-0.7607107627841463,0.7461665609156796,1.3185911531503338,caminata,caminata/caminata_002
7.039777958,-0.5361489703486877,-0.6027838606723639,0.7350118224846124,1.0913507595109784,caminata,caminata/caminata_002
7.049736958,-0.33290249062935706,-0.4009154826354443,0.7203229756551546,0.8890570745125067,caminata,caminata/caminata_002
7.059695958,-0.180278853374206,-0.15938906597248473,0.7046007392881826,0.7445586216886841,caminata,caminata/caminata_002
7.069655958,-0.08923231193087351,0.11354168426345519,0.6898879028632342,0.704840008849485,caminata,caminata/caminata_002
7.079614958,-0.0675247669222306,0.4061126836968555,0.6773736074758452,0.7926677173394941,caminata,caminata/caminata_002
7.089573958,-0.11900689208857056,0.7038642088317381,0.6670481645246781,0.9770059972357649,caminata,caminata/caminata_002
7.099533958,-0.24305707625988063,0.9907386047414913,0.6574733618984275,1.2136354258388882,caminata,caminata/caminata_002
7.109492958,-0.43424617543136695,1.2503544829257414,0.645728033423889,1.472725625158587,caminata,caminata/caminata_002
7.119451958,-0.6822915503757192,1.4673304569856875,0.6275683613696952,1.7356331634029623,caminata,caminata/caminata_002
7.129411958,-0.9723501574964608,1.628529632132596,0.5978093146814643,1.9887055006303076,caminata,caminata/caminata_002
7.139370958,-1.2856769033869497,1.724113476605717,0.5508947250327265,2.2201390447863827,caminata,caminata/caminata_002
7.149329958,-1.6006421780840825,1.7483262812622744,0.481588049035255,2.4188069821686295,caminata,caminata/caminata_002
7.159288958,-1.8940649600488118,1.699971141466877,0.38569203098475546,2.5741294251591254,caminata,caminata/caminata_002
7.169248958,-2.142780514777093,1.582575510437347,0.2606973669684592,2.6765680820574507,caminata,caminata/caminata_002
7.179207958,-2.3253301085631106,1.404270328811118,0.10626761886327447,2.718534178006281,caminata,caminata/caminata_002
7.189166958,-2.423638556721993,1.177416944773198,-0.07551284794914641,2.6955587000979793,caminata,caminata/caminata_002
7.199126958,-2.4245358711963294,0.9180114187127586,-0.2801720760910366,2.6076072456997657,caminata,caminata/caminata_002
7.209085958,-2.3209819938698755,0.6448823631311055,-0.501172802748108,2.460488743392283,caminata,caminata/caminata_002
7.219044958,-2.1128682417578544,0.3786850156859205,-0.7304914493628032,2.2674285668408922,caminata,caminata/caminata_002
7.229004958,-1.8072957542729966,0.14068944001737466,-0.9593822495424801,2.050981658299945,caminata,caminata/caminata_002
7.238963958,-1.4182702914580612,-0.048629244146719305,-1.1792237198884767,1.8451081281503348,caminata,caminata/caminata_002
7.248922958,-0.9658035563008122,-0.17116366086962823,-1.3823282091661728,1.6949645382786471,caminata,caminata/caminata_002
7.258882958,-0.4744708091011721,-0.21283341048771218,-1.5625980303176166,1.6468555533687363,caminata,caminata/caminata_002
7.268841958,0.0284631884854063,-0.1652046856176605,-1.715934196807614,1.7241035087901704,caminata,caminata/caminata_002
7.278800958,0.5151816896913275,-0.026897154782984566,-1.840342433680369,1.911281220420798,caminata,caminata/caminata_002
7.288760958,0.9595084783286918,0.19542746235704386,-1.9357295858040693,2.169308056128762,caminata,caminata/caminata_002
7.298719958,1.3389314400411738,0.48670601186610785,-2.0034345342072015,2.458326682109473,caminata,caminata/caminata_002
7.308678958,1.636248298018679,0.8239224249197926,-2.045583738849504,2.746009739185251,caminata,caminata/caminata_002
7.318638958,1.8406714648338305,1.177468081149152,-2.0643946232118697,3.006031883384583,caminata,caminata/caminata_002
7.328597958,1.9482989177539103,1.5134037991280231,-2.061562439978577,3.215011574795123,caminata,caminata/caminata_002
7.338556958,1.9619400305180832,1.7964738164005034,-2.037852440324103,3.3510251304484107,caminata,caminata/caminata_002
7.348515958,1.8903653916340404,1.9935821383259138,-1.992978482947001,3.3940851918638653,caminata,caminata/caminata_002
7.358475958,1.7471145704063606,2.077331220494034,-1.9257882047185872,3.3281187675920876,caminata,caminata/caminata_002
7.368434958,1.5490352830700103,2.0291695868778534,-1.834707311533417,3.143754195146307,caminata,caminata/caminata_002
7.378393958,1.3147366448820696,1.8417157278033645,-1.7183389070767372,2.8413267793423045,caminata,caminata/caminata_002
7.388353958,1.0631199979170722,1.5199214895426298,-1.5760830665082435,2.4340138242990137,caminata,caminata/caminata_002
7.398312958,0.8121104109009115,1.0808926754597452,-1.4086442153234298,1.9524678795617445,caminata,caminata/caminata_002
